;16;Liubar district;ZH-16
;17;Malyn district;ZH-17
;18;Narodychi district;ZH-18
;19;Novohrad-Volyns'kyi ;ZH-19
;20;Novohrad-Volyns'kyi district;ZH-20
;21;Ovruch district;ZH-21
;22;Olevs'k district;ZH-22
;23;Popil'nia district;ZH-23
;24;Radomyshl' district;ZH-24
;25;Ruzhyn district;ZH-25
;26;Chervonoarmiis'k district;ZH-26
;27;Cherniakhiv district;ZH-27
;28;Chudniv district;ZH-28
ZP;;UR5Q — ZAPORIZHZHIA REGION;
;01;Zaporizhzhia, Zhovtnevyi district;ZP-01
;02;Zaporizhzhia, Zavods'kyi distict;ZP-02
;03;Zaporizhzhia, Komunars'kyi district;ZP-03
;04;Zaporizhzhia, Lenins'kyi district;ZP-04
;05;Zaporizhzhia, Ordzhonikidzevs'kyi district;ZP-05
;06;Zaporizhzhia, Khortyts'kyi district;ZP-06
;07;Zaporizhzhia, Shevchenkivs'kyi district;ZP-07
;08;Iakymivka district;ZP-08
;09;Berdians'k ;ZP-09
