Åsnes;LA2JS,LA2KJA,LA3HMA,LA3WEA,LA6LNA,LA6TSA,LA7HG,LA7NSA,LA9MHA
Våler;LA1HHA,LA2EOA,LA3ETA,LA5WPA,LA6JNA,LA6SLA,LA7JOA,LA7PRA,LA8HJA,LA8MT,LA8NDA,LA8PT,LA9ESA,LA9WLA,LB9MC
Elverum;LA1KUA,LA3EUA,LA3GN,LA4RTA,LA4STA,LA6QGA,LA6TBA,LA6WSA,LA6YX,LA8FAA,LA8LGA,LA9DSA,LA9KIA,LB5MG
Trysil;LA0EF,LA6QLA,LA8KGA,LA9GGA
Åmot;LA2COA,LA8QO,LA8WKA,LB2IF
Stor-Elvdal;LA2ZJA,LA2GJA
Rendalen;LA1QMA,LA4MH
Engerdal;
Tolga;LA5VV
Tynset;LA6KJA,LA7PY,LB3NE
Alvdal;LA3ZLA
Folldal;LA2HM,LA4ALA
Os;
Lillehammer;LA1BLA,LA1BPA,LA1CLA,LA1EK,LA1FGA,LA1MAI,LA1VAR,LA1X,LA1ZMA,LA2FS,LA2J,LA2L,LA3CI,LA3IZ,LA3NG,LA3WQ,LA4KCA,LA4MX,LA4RY,LA4VS,LA5IKA,LA5JKA,LA5WL,LA5XKA,LA6HU,LA6ITA,LA6JTA,LA6RLA,LA6ULA,LA6ZO,LA7BTA,LA7GL,LA7KMA,LA7LMA,LA7MMA,LA7PK,LA7PMA,LA8SLA,LA8ULA,LA8VLA,LA8WLA,LA9GHA,LA9KJ,LA9WOA,LB1BF,LB2XE,LB6KC,LB7LG,LJ2T
Gjøvik;LA1AOA,LA1COA,LA1HIG,LA1IUA,LA1LUA,LA1MUA,LA1NUA,LA1OUA,LA1PKA,LA1QUA,LA1QY,LA1TI,LA1UGA,LA2KCA,LA2VTA,LA3AUA,LA3CLA,LA3FUA,LA3GNA,LA4DN,LA4FJ,LA4GSG,LA4ROA,LA4SOA,LA4TOA,LA4WL,LA5FHA,LA5G,LA5O,LA5PKA,LA5SMA,LA5WV,LA6ETA,LA6HTA,LA6HV,LA6JAM,LA6JEA,LA7AZ,LA7GHA,LA7MH,LA7NN,LA7OHA,LA7OMA,LA8AB,LA8ERA,LA8VMA,LA9AHA,LA9VRA,LA9YOA,LB1SF,LB2UG,LB4OG,LB4QG,LB4XG,LB5UE,LB6HC,LB6IC,LB7WD
Dovre;LB3PG
Lesja;LA1PU,LA3TGA,LB4CD,LB6SE
